lat,lng,csq
23.7368183,90.4210467,N/A
23.736825,90.4210517,N/A
23.737255,90.420965,"29,99"
23.737255,90.4209667,N/A
23.7372583,90.42097,N/A
23.7372583,90.42096,"29,99"
23.7372617,90.4209617,N/A
23.7372617,90.42096,N/A
23.7372567,90.4209533,"29,99"
23.7372533,90.42095,N/A
23.7372533,90.4209483,N/A
23.737255,90.4209433,"29,99"
23.737255,90.42094,N/A
23.7372517,90.420935,N/A
23.7372517,90.4209333,"29,99"
23.7372417,90.4209183,N/A
23.7372383,90.4209183,N/A
23.73724,90.420915,"29,99"
23.737245,90.42092,N/A
23.73725,90.4209167,N/A
23.737255,90.420915,"29,99"
23.737285,90.420915,N/A
23.7373117,90.4209117,N/A
23.7373267,90.4208933,"30,99"
23.7373317,90.4208633,N/A
23.7373433,90.4208583,N/A
23.7373667,90.42085,"29,99"
23.7374083,90.4208667,N/A
23.7374217,90.4208883,N/A
23.7374183,90.420915,"29,99"
23.7374317,90.421015,N/A
23.7374167,90.4210183,N/A
23.7374117,90.42104,"31,99"
23.73738,90.421075,N/A
23.7373483,90.4210917,N/A
23.7373233,90.4211483,"31,99"
23.7372783,90.4212417,N/A
